"FAC_CODE","FAC_NAME","FAC_DESCRIPTION","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","Cat_Ix","SCat_Ix","Date of last change","DIGEST Status","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","Equivalence_FC","Equivalence_AC","Equivalence_AV","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"EB020","Scrub/Brush/Bush","Low-growing woody plants.  (See also EC030)",,,,,,,,,,,"E","EB",1998/04/02 0:00:00,0,"US",,"2.0A",,,,,,,,,,,,,,,,
"EB030","Land Use/Land Cover (Vegetation)","Thematic classification of the predominant vegetation and land use characteristics of the land surface covers.",,,,,,,,,,,"E","EB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"EB514","Heath","Area with only few trees and with typical shrubs and grasses growing on a soil that is poor in nutrients.",,,,,,,,,,,"E","EB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"EB554","Abandoned Land","Areas that have not been used for their original purpose for a longer span of time.",,,,,,,,,,,"E","EB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"EC010","Bamboo/Cane","Woody, treelike grass.",,,,,,,,,,,"E","EC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"EC015","Forest","An area set aside as a woodland or recreational preserve.",,,,,,,,,,,"E","EC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"EC020","Oasis","A small, isolated, fertile or green area in a desert region usually having a spring or well.",,,,,,,,,,,"E","EC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"EC030","Trees","Woody-perennial plants, having a self-supporting main stem or trunk.  (See also EA040, EB020 and EC015)",,,,,,,,,,,"E","EC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"EC040","US-Cleared Way/Cut Line/Firebreak  UK-Cleared Way/Firebreak","A man-made clearing in a cultural area or through a stand of trees, designed to provide access for a road, railroad, pipeline, or power transmission line, or for boundary demarcation, survey line-of-sight, or to impede the progress of forest fires.",,,,,,,,,,,"E","EC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"EC515","Skupina Stromu","N/A",,,,,,,,,,,"E","EC",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"EC537","Tree (Isolated)","Conspicuous, durable wooden plant with a trunk.",,,,,,,,,,,"E","EC",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ED010","Marsh","An area of wet, often spongy ground that is subject to frequent or tidal inundations, but not considered to be continually under water.  It is characterized by the growth of non woody plants and by the lack of trees.  (Nautical Chart Manual, US National Oceanic and Atmospheric Administration - NOAA, 1992)  (See also BH090, BH095, and ED020)",,,,,,,,,,,"E","ED",2000/06/21 0:00:00,0,"US",,"2.1","Version 2.1: New Feature to break out Marsh and Swamp","Breakout of Marsh/Swamp to support vegetation differentiation.",,,,,,,,,,,,,,
"ED020","Swamp","A low lying saturated area covered with water all or most of the year, where accumulating dead vegetation does not rapidly decay.  It can exist on flat-lying areas created by certain geomorphic environments.  The vegetation mainly consists of hydrophytic trees and/or scrubs whose roots are adapted to wet conditions, with an open to very dense canopy closure.  (See also BH090, BH095, and ED010)",,,,,,,,,,,"E","ED",2000/06/21 0:00:00,0,"US",,"2.1","Version 2.1: New Feature to break out Marsh and Swamp","Breakout of Marsh/Swamp to support vegetation differentiation.",,,,,,,,,,,,,,
"EE000","Miscellaneous Vegetation","A mixture of woody and non-woody vegetation types.",,,,,,,,,,,"E","EE",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"EE010","Logging Area","An area of forest or vegetation being exploited for lumber resources.",,,,,,,,,,,"E","EE",1998/04/02 0:00:00,0,"US",,"2.0A",,,"Approved by FACC WP Dec 1997.",,,,,,,,,,,,,
"EE020","Land devoid of vegetation","Ground or land with little (less than 5 percent) or no vegetation.",,,,,,,,,,,"E","EE",1998/09/17 0:00:00,0,"US",,"2.0A",,"Required for terrain analysis to capture areas which are devoid of vegetation where the ground is not disturbed.  Required for terrain analysis and DTOP.
EE020 is normally intended for a vegetation coverage.  DA020 is intended for the soils coverage.  Both of these are intended for use only in those cases where 100% coverage is required.","Massage definition BE. 
Agree Buckley US Definition changed.  Please review and comment.  
BE concurred, however wants FWP to take a look at the definition of barren ground in the Terrain Analysis Spec vs. what is in DA020.
IT (12/98) concurred after study of reasons behind need.",,,,,,,,,,,,,
"FA000","Administrative Boundary","A line of demarcation between controlled areas.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA001","Administrative Area","An area controlled by administrative authority.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA005","Access Zone","A zone between a contact zone and the first possible clearing line (road, towing path, passable road bank crest).  (See also FA041 and FA045)",,,,,,,,,,,"F","FA",1998/06/24 0:00:00,0,,,"2.0",,"Remove space after d'.  Ruffhead Mil Survey.",,,,,,,,,,,,,,
"FA012","Contaminated Area","An area which has been exposed to Nuclear, Biological or Chemical (NBC) agents.",,,,,,,,,,,"F","FA",2002/09/05 0:00:00,0,"US","FWP 09","2.2","New Feature","Required for Littoral Warfare Data.",,,,,,,,,,,,,,
"FA015","Firing Range/Gunnery Range","An open area designated for the purpose of discharging or detonating firearms.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA020","Armistice Line ","A line established by opposing political groups as a result of cessation of hostilities.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA030","Cease-Fire Line ","A line along which active hostilities are suspended.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA040","Claim Line ","A limit of an area which is unilaterally claimed by one political group without consent or negotiation with another.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA041","Contact Zone","Terrain area 3 metres wide limited on the water side by the contact between land and water (under average level of water condition).  (See also FA005 and FA045)",,,,,,,,,,,"F","FA",2002/04/23 13:40:13,0,,,"2.0",,,,,,,,,,,,,,,,
"FA045","Contact Zone (STANAG 2256)","A terrain strip extending from 2 m below to 6 m inland of the Mean Water Line.  (See also FA005 and FA041)",,,,,,,,,,,"F","FA",2002/04/23 0:00:00,0,"GE","FWP 08","2.2","New Feature",,,,,,,,,,,,,,,
"FA050","Mandate Line/Convention Line","A line established to regulate matters between nations or groups over a specific area or territory.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA060","Defacto Boundary","An existing line of separation not officially recognized by various governments.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA070","Demilitarized Zone ","An area where military activity is prohibited.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA080","National Park","Extensive area of a particular nature, that has been defined by law and that is to be protected as a whole.  It meets the prerequisites of a nature reserve for the largest part and has been influenced by man at most only to a small extent .",,,,,,,,,,,"F","FA",1998/06/24 0:00:00,0,"GE",,"2.0A",,"Required by topographic products.  FACC includes feature AK120 Park, but due to its definition it is not suited for describing a national park, not even in combination with attribute value USE 004 national (as, for example, in VMAP).  As regards the definition, we assume that other nations define and maintain national parks on the basis of legal directives as well.
",,,,,,,,,,,,,,
"FA081","Nature Reserve","An area that has been legally defined and whose nature and landscape requires special protection, be it in part or as a whole, in order to preserve symbioses or biotypes of specific wildlife animals or plants, for scientific reasons or reasons of natural or geographic history, or because of their rareness, uniqueness or outstanding beauty.",,,,,,,,,,,"F","FA",1998/06/24 0:00:00,0,"GE",,"2.0A",,"Required by topographic products.
",,,,,,,,,,,,,,
"FA082","Protected Water, Gathering Ground","Protected area of water collection facilities with restricted use in order to protect the water above and under ground from being polluted.",,,,,,,,,,,"F","FA",1998/06/24 0:00:00,0,"GE",,"2.0A",,"Required by topographic products.
",,,,,,,,,,,,,,
"FA083","Landscape Protection Area","Area specified with legal validity, in which special protection is required for nature and the landscape in order to maintain or re-establish natural balance or the usability of natural resources, or in order to safeguard  the variety, peculiarity or beauty of the landscape, or because it is of special importance for recreational purposes.",,,,,,,,,,,"F","FA",2000/01/21 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"FA084","Nature Park","Large area that is to be developed and maintained in a standardized way, the major part of which is specified as a landscape protection area or a nature reserve; especially suited for recreational purposes due to the characteristics of its landscape; intended for recreation or tourism in accordance with the principles and objectives of environmental and land planning.",,,,,,,,,,,"F","FA",2000/01/21 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"FA085","Preservation Area","Legally specified part of nature or the landscape for which special protection is required in order to ensure natural balance, to revive, structure or maintain the landscape or places therein or to avert detrimental influences.",,,,,,,,,,,"F","FA",2000/01/21 0:00:00,53,"GE",,"NAT","National Feature",,"US:  Use ""Preservation Area"" for name instead of Protected Part of Landscape?",,,,,,,,,,,,,
"FA086","Landscape Area","Smaller part of the Earth’s surface that is characterized by a specific outer appearance (relief, vegetation, settlements, cultivation); part of the landscape",,,,,,,,,,,"F","FA",2000/01/21 0:00:00,53,"GE",,"NAT","National Feature",,"US:  Use ""Landscape Area"" as name instead of Small Part of Landscape?",,,,,,,,,,,,,
"FA090","Geophysical Prospecting Grid  ","A grid established for the collection of geophysical data within an area.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA100","Test Area","Area for the testing of technical products.",,,,,,,,,,,"F","FA",1998/06/24 0:00:00,0,"GE",,"2.0A",,"Required by topographic products.
",,,,,,,,,,,,,,
"FA110","International Date Line ","A line generally coinciding with the 180th meridian, modified to avoid land, and designated as the place where each calendar day begins.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA120","Boundary (General)","Line separating two areas (e.g. geographic entities) from each other.",,,,,,,,,,,"F","FA",2000/01/21 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"FA165","Training Area","An area reserved for training.",,,,,,,,,,,"F","FA",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Remove space after d'.  Ruffhead Mil Survey.
",,,,,,,,,,,,,,
"FA170","Zone of Occupation ","An area temporarily held and controlled by a foreign military force.",,,,,,,,,,,"F","FA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FA502","Seat of Administration"," Place where the administration of an administrative unit is situated.",,,,,,,,,,,"F","FA",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"FA517","Military Administrative Unit","Area of responsibility of territorial commands.",,,,,,,,,,,"F","FA",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"FA534","Association","Joining together of communes or other regional communities of interests.",,,,,,,,,,,"F","FA",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"FA574","Noise Control Area","Area in the environment of commercial airports with scheduled air services and military airfields earmarked for the operation of aircraft with jet engines, where building restrictions may be inflicted in order to protect the public from dangers, major disadvantages and major irritation due to aircraft noise.",,,,,,,,,,,"F","FA",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"FA581","Landscape","Part of the Earth’s surface whose outer appearance (relief, vegetation, settlement, land use) is characterized in a specific way.",,,,,,,,,,,"F","FA",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"FA585","Strip","Specified area of the Earth’s surface identified by a name; part of “Landscape Area”.",,,,,,,,,,,"F","FA",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"FA665","Chránené Území","N/A",,,,,,,,,,,"F","FA",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"FBXXX","Feature Place Holder FB","Place Holder - FB",,,,,,,,,,,"F","FB",1998/06/24 0:00:00,19,"US",,"N/A","National Feature",,,,,,,,,,,,,,,
"FC021","Maritime Limit Boundary","A line where on either side certain activities or factors of significance to navigation and/or operation apply.",,,,,,,,,,,"F","FC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FC031","Maritime Area ","An area in which certain activities or factors of significance to navigation and/or operation apply.",,,,,,,,,,,"F","FC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FC035","Pond Partition","A structure separating the basins of a fish pond, a reservoir or a liquid waste pond.",,,,,,,,,,,"F","FC",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"FC036","Restricted Area ","An area in which certain aspects of navigation are restricted.",,,,,,,,,,,"F","FC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FC040","Traffic Separation Scheme System","Complex feature with possible components made of many simple features and complex features BC099, BC098 and FC166.",,,,,,,,,,,"F","FC",1998/04/02 0:00:00,0,"WP",,"2.0A",,"Capitalization
",,,,,,,,,,,,,,
"FC041","Traffic Separation Scheme (TSS) ","A routing measure aimed at the separation of opposing streams of traffic by appropriate means and by the establishment of traffic lanes.",,,,,,,,,,,"F","FC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FC100","Measured Distance Line ","A course whose length has been accurately measured and is used in conjunction with ranges ashore.  It is used by vessels to calibrate logs, engine revolution counters, etc., and determine speed.",,,,,,,,,,,"F","FC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FC101","Theodolite Line","Lines of known bearing from fixed geographic locations.  Used to determine accurate positions of a vessel on certain test ranges.",,,,,,,,,,,"F","FC",1998/04/02 0:00:00,0,"WP",,"2.0A",,"Required on OPAREA Charts and DNC.
",,,,,,,,,,,,,,
"FC102","Range Centerline","A surveyed reference track marking the center of a test range. Vessels undergoing testing must maintain position along this track.",,,,,,,,,,,"F","FC",1998/04/02 0:00:00,0,"WP",,"2.0A",,"Required on OPAREA Charts and DNC.
",,,,,,,,,,,,,,
"FC130","Radar Reference Line ","A line shown on a chart in proximity to a shipping route, along which ships are guided by a traffic control center located in a radar station.  (See also BC032)",,,,,,,,,,,"F","FC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FC165","Route (Maritime) ","A track or lane established for the safe passage of ships.",,,,,,,,,,,"F","FC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FC166","Deep Water Route","Complex feature with possible components: FC165 & RTT098, FC165 & RTT099, BC099, BC098.",,,,,,,,,,,"F","FC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FC167","Defined Water","Complex feature with possible components: FC165 & RTT008, FC165 & RTT012, AT060 & STA032, AT050 & STA033, GA055, BB011, BC099, BC098, and BB007.",,,,,,,,,,,"F","FC",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Change ';' to ':' in names section.  Delete reference to BC029 and BC051.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"FC168","Canal Route","A navigable channel in lakes or other waterways.",,,,,,,,,,,"F","FC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"FC170","Safety Fairway ","A route established for the safe passage of vessels through offshore oil and gas fields and minefields.",,,,,,,,,,,"F","FC",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Change ';' to ':' in names section.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"FC177","Swept Area ","An area that has been determined to be clear of navigational dangers to a specified depth.",,,,,,,,,,,"F","FC",1998/04/02 0:00:00,0,"WP",,"2.0A","Version 2.0 Amendment 1:  Replaced old definition ","Addition or modification required for mapping IHO S-57 to FACC.
FC177  CA proposal.","UK agree in principle but are concerned as to whether this is a ""too fundamental"" change.  We need to discuss the potential need for a new feature.",,,,,,,,,,,,,
"FC178","Hull Integrity Test Area","A pre-designated submarine test dive area.",,,,,,,,,,,"F","FC",2000/01/04 0:00:00,53,"US",,"NAT","National Feature",,,,,,,,,,,,,,,
"FC179","Side Scan Sonar Coverage","Area covered by side scan sonar survey.",,,,,,,,,,,"F","FC",2000/01/04 0:00:00,53,"US",,"NAT","National Feature",,,,,,,,,,,,,,,
"FC180","Hull Integrity Test Site Bottom Feature","Naturally occuring or man-made bottom features associated with Hull Integrity Test Sites and directly impacting the safe operation of the site.",,,,,,,,,,,"F","FC",2000/01/05 0:00:00,53,"US",,"NAT","National Feature",,,,,,,,,,,,,,,
"FC181","Q-Route","A predesignated route between 2 or more positions which have been chosen after the consideration of the geography and the MCM environment.",,,,,,,,,,,"F","FC",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
"FC182","Q-Route Leg","A pre-planned dormant channel and/or route, surveyed for mine-like contacts during peacetime that can be 'activated' to provide shipping with safe navigable routes.",,,,,,,,,,,"F","FC",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
"FC183","Q-Route Turning Point","A point of junction between multiple Q-Route legs.  Also known as a traverse point.",,,,,,,,,,,"F","FC",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
