"ATT_CODE","DIGEST Status","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","ATT_NAME","ATT_DESCRIPTION","ATT_TYPE","ATT_FORMAT","ATT_LENGTH","MIN_VAL","MAX_VAL","Date of last change","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"NAS",0,,,,,,,,,,,"Native Settlement Type","The distribution of native dwellings within the delineated area of the feature.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"NFI",0,1,,1,,,1,1,1,1,,"Named Feature Identifier","Textual identifier of a unique feature within an external names database.  (See also NFN)","Text","ASCII Text",18,,,2002/04/30 0:00:00,"US","2003-10-21","2.2","New Attribute",,,"Add following explanation to definition.  ""NFI and NFN together provide a unique pointer into the NIMA GEONAMES database from which NIMA draws all of its name information.""",,"UK are of the opinion that metadata should not be held as attribute information in a “Feature Catalogue”.  Has there been any discussion on this issue?",,,"What is an ""Unique named feature identifier"" ?",,"What is an ""Unique named feature identifier"" ?","as  UK",
"NFN",0,1,,1,,,1,1,1,1,,"Name Identifier","Textual identifier of a unique name associated with a feature within an external names database.  (See also NFI)","Text","ASCII Text",18,,,2002/04/30 0:00:00,"US","2003-10-21","2.2","New Attribute",,,"Add following explanation to definition.  ""NFI and NFN together provide a unique pointer into the NIMA GEONAMES database from which NIMA draws all of its name information.""",,"UK are of the opinion that metadata should not be held as attribute information in a “Feature Catalogue”.  Has there been any discussion on this issue?",,,"What is an ""Unique name identifier"" ?",,"What is an ""Unique name identifier"" ?","as  UK",
"NFR",0,,,,,,,,,,,"Number of Ferry Ramps","The number of individual ferry ramps at a ferry site.","Numeric","Short Integer",1,,,2002/04/24 0:00:00,"US","FWP 08","2.2","New Attribute","MIGD Migration",,,,,,,,,,,
"NLC",0,,,,,,,,,,,"Navigation Line Classification","Tabulates navigation line types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"NM3",0,,,,,,,,,,,"Name 3","Name of the political entity on one side (relative to NM4) of a boundary line.","Text","Lexical",80,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"NM4",0,,,,,,,,,,,"Name 4","Name of the political entity on the other side (relative to NM3) of a boundary line.","Text","Lexical",80,,,1998/04/02 0:00:00,"WP",,"2.0A",,"Formatting and grammar.
",,,,,,,,,,,
"NMD",0,,,,,,,,,,,"Notice to Mariners Date","The publication date of a Notice To Mariners as specified by ISO 8601.","Text","ASCII Text",8,,,1999/05/20 0:00:00,"US",,"2.1","Version 2.1: New Attribute to permit mapping of S-57 attribute NMDATE to FACC.","Required to Map S-57 NMDATE to FACC.","UK: YES
GE: YES
IT: YES",,,,,,,,,,
"NMS",0,,,,,,,,,,,"Navigation Mark System","Indicates the specific navigation marks system.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,,,"2.0",,,,,,,,,,,,,
"NOP",0,,,,,,,,,,,"Number of Platforms","The number of platforms at a railway station or similar facility.","Numeric","Short Integer",1,-32767.00,32767.00,1998/06/24 0:00:00,"UK",,"2.0A",,"Correct spelling of platforms.  Ruffhead Mil Survey
",,,,,,,,,,,
"NOS",0,,,,,,,,,,,"Number of Spans","Number of spans in a bridge or aqueduct.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"NPL",0,,,,,,,,,,,"Number of Parallel Lines","Total number of parallel lines within the feature.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"NS2",0,,,,,,,,,,,"Navigation System Types (2)","Type of equipment or system used in electronic navigation (secondary system).","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"NSC",0,,,,,,,,,,,"Navaid (Hydrographic) System Classification.","The marking and numbering system which a hydrographic navaid follows.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Breakout/clarification of multiconcept attributes i.e. the combination of IAC and NMS.","US: These two attributes are actually the same concept.",,,,,,,,,,
"NST",0,,,,,,,,,,,"Navigation System Types","Type of equipment or system used in electronic navigation (primary system).","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,"GE: Yes",,,,,,,,,,
"NSY",0,,,,,,,,,,,"Navigation System Name","The name of the navigation system used to measure the sounding depths.","Text","ASCII Text",80,,,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: No  the attribute TEC exists for this purpose (and it would be possible to amend its definition and values, if applicable)
US disagrees, NSN is a descriptive text field and is used to supply amplifying or unique information specifically applying to the system used such as manufacturer, model number, etc., whilst TEC is a coded list of generic system types.  There are different capabilities between brands and models of equipment.",,,,,,,,,,
"NVS",0,,,,,,,,,,,"Navigable Status","Indicates whether a body of water is navigable by ocean going or other large vessels.  Navigable  is not intended to include by jet skis, motorboats or other recreational craft.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes",,,,,,,,,,
"OAC",0,,,,,,,,,,,"Ordnance Area Construction Activity","Construction activity in the ordnance storage area.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"OBC",0,,,,,,,,,,,"Oil Barrier Classification","Tabulates types of oil barriers.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OBS",0,,,,,,,,,,,"Ordnance Bunker Storage","Indicates whether or not ordnance is stored in a bunker.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"OCC",0,,,,,,,,,,,"Overhead Clearance Category Code","The coded distance between the traveled way and any obstruction vertically above it. (Ref. STANAG 2253).","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"Required for terrain analysis and DTOP when the actual values are not known or not applicable..
",,,,,,,,,,,
"ODF",0,,,,,,,,,,,"Opposite Direction of Flow","Opposite direction of flow value of air route segments.","Numeric","Short Integer",1,0.00,359.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OFT",0,,,,,,,,,,,"Ordnance Facility Type","Ordnance facility brief description.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"OHB",0,,,,,,,,,,,"Overall Height of Bridge","Vertical distance measured from the lowest point at ground or water level to the highest portion of bridge (including superstructure).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OHC",0,,,,,,,,,,,"Overhead Clearance Category","The least distance between the traveled way and any obstruction vertically above it. (Ref. STANAG 2253)","Numeric","Floating Point",1,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OHD",0,,,,,,,,,,,"Derived Obstacle Height/Depth Category","Categorized maximum height or depth of an obstacle feature, in meters, with delineated segment of area.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OHF",0,,,,,,,,,,,"Orthometric Height in Feet – High End","Elevation above the geoid at the highest end of the runway.  A negative value indicates a height below the geoid.","Numeric","Floating Point",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"OHM",0,,,,,,,,,,,"Orthometric Height in Metres – High End","Elevation above the geoid at the highest end of the runway.  A negative value indicates a height below the geoid.","Numeric","Floating Point",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"OLF",0,,,,,,,,,,,"Orthometric Height in Feet – Low End","Elevation above the geoid at the lowest end of the runwAy.  A negative value indicates a height below the geoid","Numeric","Floating Point",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"OLM",0,,,,,,,,,,,"Orthometric Height in Metres – Low End","Elevation above the geoid at the lowest end of the runway.  A negative value indicates a height below the geoid.","Numeric","Floating Point",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"OLQ",0,,,,,,,,,,,"Obstruction Light Quality","Indicates whether single or multiple obstruction lights are present.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OOC",0,,,,,,,,,,,"Overhead Obstruction Category","Type of overhead obstruction.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OPC",0,,,,,,,,,,,"Offshore Platform Classification","Tabulates types of offshore platforms.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,,,,,,,,,,,,
"OPS",0,,,,,,,,,,,"Operational Status","Indicates whether or not the feature is in operation.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OPT",0,,,,,,,,,,,"Operations Times","The operating times for facilities, airspace, etc.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OR2",0,,,,,,,,,,,"Operating Range Category (2)","The secondary range of the NAVAID beyond which the capture of the signal is not completely assured.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"ORC",0,,,,,,,,,,,"Operating Range Category","The range of the NAVAID beyond which the capture of the signal is not completely assured.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"ORD",0,,,,,,,,,,,"Ordinal Category","Indicator of relative importance of a feature","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,,,,,,,,,,,,
"ORS",0,,,,,,,,,,,"Operating Restrictions","Times or conditions during which the use of a feature is restricted.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"OTM",0,,,,,,,,,,,"Airspace Operating Times","A description of the operating times of an airspace.","Text","ASCII Text",240,,,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: No see AUS Airspace/Facility Operating Times
US: These are not the same at all.  AUS covers STATUS, not TIMES.",,,,,,,,,,
"OWO",0,,,,,,,,,,,"Over Water Obstruction","Indicates the presence of an obstruction over an area of navigable water.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,"Separate over and water.  Buckley NIMA/IPS",,,,,,,,,,,
"PAB",0,,,,,,,,,,,"Point Abeam Type","The type of offline feature to which the point on the runway is abeam.","Coded","Short Integer",1,0.00,999.00,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"PAF",0,,,,,,,,,,,"Public Accommodation Facility","Encodes facilities or buildings which are primarily used for accommodating the public but not as a permanent or long term dwelling.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","30April2003","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes but Change definition to read “Encodes facilities/buildings which are ......“ or something similar.
006 FR: The ""Slash"" Again
US: Included 006 as a legacy, do we want to break backward compatibility?
US: Modified description to Encodes one or more facilities or buildings which….. In response to UK suggestion.  Editorial change.",,,,,,,,,"As UK",
"PAN",0,,,,,,,,,,,"Primary Approach Transitional Surface Section Number","A number representing a section of the primary/approach transitional surface.  The primary/approach transitional surface is broken down into the following two groups of sections: (1) Those sections corresponding to the lateral primary surface sections which are (a) the approximately 3000 foot sections starting from the ends of the runway and working inward, and (b) any middle section left over from (b); and (2) the approach portions of the primary/approach transitional surface (from the runway end outward).  Each of these sections is numbered.","Numeric","Short Integer",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"PAT",0,,,,,,,,,,,"Color Pattern Category","The color breakdown of pattern of buoys, beacons, lights, other aids to navigation, and other features of interest to a mariner.","Coded","Short Integer",1,0.00,999.00,1999/05/20 0:00:00,"CA",,"2.1","Version 2.1: Replaces previous description of ""The color breakdown of pattern of buoy."" with ""The color breakdown of pattern of buoys, beacons, lights, other aids to navigation, and other features of interest to a mariner.""","Replace description with ""The color breakdown of pattern of buoys, beacons, lights and other aids to navigation."" to allow S-57 mapping to this attribute.","GE: YES
IT: YES",,,,,,,,,,
"PBP",0,,,,,,,,,,,"Pilot Boarding Place Classification","Tabulates types of pilot boarding place.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"PBR",0,,,,,,,,,,,"Publication Reference","Encodes the reference to a specific paragraph from a nautical publication.","Text","ASCII Text",256,,,1999/05/20 0:00:00,"US",,"2.1","Version 2.1: New Attribute to permit mapping of S-57 metadata attribute PUBREF to FACC.","To map S-57 PUBREF attribute to FACC.","UK: YES
GE: YES
IT: YES",,,,,,,,,,
"PBV",0,,,,,,,,,,,"Pilot Boarding Vehicle","The method by which pilots are transferred to and from ships using pilot services.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"PBY",0,,,,,,,,,,,"Primary Byproduct","The primary by-product of a production, mining, or agricultural activity.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Created in order to harmonise FACC with EDCS and suggested by SEDRIS.  Based on ECDS: EA PRIMARY_BYPRODUCT which in turn was a logical breakout and regrouping of PRO.",,,,,,,,,,,
"PCC",0,,,,,,,,,,,"Percentage Content","Percentage of total composition.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"PCI",0,,,,,,,,,,,"Point of Change Identifier","Identifies category of feature associated with a point of change.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"Required for terrain analysis and DTOP to identify the type of feature associated with a point of change..
",,,,,,,,,,,
"PCU",0,,,,,,,,,,,"Pedestrian Capacity","Number of pedestrians a feature can accommodate.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"PDE",0,,,,,,,,,,,"Periodic Date End","The end of the active period for a seasonal object (e.g. a buoy).  Coded YYYYMMDD.","Date","ASCII Text",8,,,1998/06/24 0:00:00,"CA",,"2.0A",,"Required for mapping S-57 to FACC.
",,,,,,,,,,,
